time,min,max,prec
-70966800,11.9,14.0,22.0
-70880400,13.1,21.6,1.0
-70794000,15.2,19.8,0.3
-70707600,16.3,21.7,0.8
-70621200,15.2,19.1,24.0
-70534800,14.9,25.2,0.0
-70448400,13.6,21.9,0.0
-70362000,11.1,20.9,1.0
-70275600,15.7,22.2,0.0
-70189200,14.7,24.1,0.0
-70102800,15.5,23.7,0.0
-70016400,18.5,26.0,2.5
-69930000,16.0,23.6,0.0
-69843600,15.9,21.6,0.0
-69757200,13.2,17.6,8.5
-69670800,12.4,14.8,19.5
-69584400,10.9,22.3,0.0
-69498000,9.8,20.2,0.0
-69411600,11.1,24.6,0.0
-69325200,13.7,24.1,0.0
-69238800,13.2,20.6,0.0
-69152400,14.2,17.1,0.1
-69066000,12.3,18.0,0.0
-68979600,12.7,16.2,0.0
-68893200,10.2,14.5,43.0
-68806800,10.6,22.0,38.0
-68720400,12.6,19.5,0.0
-68634000,9.5,19.9,0.0
-68547600,10.1,22.3,0.0
-68461200,13.5,18.1,0.0
-68374800,13.1,18.9,0.3
-68288400,13.5,24.1,0.0
-68202000,13.7,18.5,0.0
-68115600,12.9,20.7,0.2
-68029200,14.6,20.6,7.5
-67942800,13.1,20.1,0.0
-67856400,10.5,22.1,0.0
-67770000,12.7,24.0,0.0
-67683600,8.1,13.5,0.0
-67597200,6.4,11.5,0.2
-67510800,6.4,12.3,11.5
-67424400,7.6,14.6,0.0
-67338000,5.9,11.9,0.3
-67251600,7.0,19.2,0.0
-67165200,8.2,15.3,0.0
-67078800,6.9,10.3,9.5
-66992400,8.1,13.9,0.4
-66906000,10.7,14.1,1.0
-66819600,8.1,11.5,20.0
-66733200,6.1,11.4,0.0
-66646800,4.0,13.4,0.0
-66560400,4.3,11.5,0.0
-66474000,8.7,11.9,0.0
-66387600,6.9,14.0,0.0
-66301200,5.3,10.9,0.0
-66214800,2.9,12.1,0.0
-66128400,6.2,9.9,1.5
-66042000,7.1,17.6,0.0
-65955600,12.9,20.2,9.0
-65869200,9.1,16.2,0.0
-65782800,5.7,9.3,6.0
-65696400,6.2,12.4,0.0
-65610000,6.3,13.0,0.0
-65523600,6.4,14.1,0.0
-65437200,6.3,15.4,0.1
-65350800,8.0,12.9,0.1
-65264400,4.5,15.4,0.0
-65178000,1.6,11.1,0.0
-65091600,1.2,10.5,0.0
-65005200,1.3,10.8,0.0
-64918800,0.1,9.1,0.0
-64832400,0.0,10.5,0.0
-64746000,2.9,5.9,16.0
-64659600,3.9,15.3,0.2
-64573200,1.3,13.1,0.0
-64486800,2.8,11.4,0.0
-64400400,2.6,8.4,0.0
-64314000,2.4,5.9,10.5
-64227600,2.0,13.2,0.0
-64141200,3.6,13.2,0.0
-64054800,1.6,11.1,0.0
-63968400,1.7,11.6,0.0
-63882000,0.2,9.1,0.0
-63795600,-1.1,7.9,0.0
-63709200,-0.1,11.0,0.0
-63622800,4.3,10.2,0.0
-63536400,2.5,10.7,0.0
-63450000,-1.1,8.2,0.0
-63363600,-1.0,6.7,0.0
-63277200,-2.6,6.7,0.0
-63190800,-1.9,10.0,0.0
-63104400,-0.2,9.1,0.0
-63018000,-1.0,15.4,0.0
-62931600,1.2,11.5,0.0
-62845200,-0.2,12.9,0.0
-62758800,0.4,11.8,0.0
-62672400,4.9,12.9,5.0
-62586000,1.7,10.3,0.0
-62499600,-1.1,8.6,0.0
-62413200,-0.9,8.1,0.0
-62326800,0.2,10.1,0.0
-62240400,1.3,10.3,0.0
-62154000,1.9,14.6,4.5
-62067600,3.4,11.1,0.0
-61981200,-0.2,7.6,0.0
-61894800,-0.5,9.0,0.0
-61808400,-1.8,12.1,0.0
-61722000,1.7,16.2,0.0
-61635600,2.0,10.1,0.0
-61549200,3.8,11.7,0.0
-61462800,2.9,11.1,0.0
-61376400,1.4,10.1,0.0
-61290000,2.3,10.9,0.0
-61203600,3.1,10.3,0.0
-61117200,2.3,10.5,0.0
-61030800,0.1,9.6,0.0
-60944400,-0.2,8.0,0.0
-60858000,-1.9,7.4,0.0
-60771600,0.6,6.9,0.0
-60685200,1.4,11.3,0.0
-60598800,1.3,6.6,0.0
-60512400,-0.6,6.3,0.0
-60426000,-2.7,7.3,0.0
-60339600,-1.7,8.6,0.0
-60253200,0.8,10.0,0.0
-60166800,2.0,10.2,0.0
-60080400,1.1,9.2,0.0
-59994000,1.5,11.0,0.0
-59907600,0.4,9.3,0.0
-59821200,0.1,8.6,1.0
-59734800,0.5,7.0,0.0
-59648400,-1.6,7.6,0.0
-59562000,-0.6,8.2,0.0
-59475600,-1.7,8.4,0.0
-59389200,0.1,11.1,0.0
-59302800,-2.1,5.5,21.0
-59216400,-1.7,6.4,6.5
-59130000,-1.6,6.9,0.0
-59043600,-1.6,7.5,0.0
-58957200,0.4,4.4,19.5
-58870800,2.4,9.5,0.0
-58784400,-0.9,7.1,0.0
-58698000,-2.9,9.1,0.0
-58611600,-2.1,7.2,0.0
-58525200,-1.0,5.7,0.0
-58438800,-1.5,8.2,0.0
-58352400,-1.9,11.1,0.0
-58266000,4.2,13.9,0.0
-58179600,2.4,14.1,0.0
-58093200,6.3,15.5,0.0
-58006800,7.1,17.9,25.0
-57920400,4.8,11.2,0.0
-57834000,3.6,10.3,0.0
-57747600,3.1,12.0,0.0
-57661200,1.8,15.1,1.0
-57574800,5.9,15.1,0.5
-57488400,3.4,17.5,0.0
-57402000,7.0,19.7,1.0
-57315600,2.5,10.0,2.0
-57229200,2.2,10.7,0.0
-57142800,1.4,8.9,0.5
-57056400,3.6,15.3,13.5
-56970000,6.1,14.3,0.0
-56883600,5.4,15.8,0.0
-56797200,5.1,15.6,0.0
-56710800,6.3,14.9,2.0
-56624400,3.1,11.4,0.0
-56538000,2.1,11.6,0.0
-56451600,1.9,16.7,0.0
-56365200,7.7,18.1,0.0
-56278800,13.6,17.9,2.0
-56192400,10.0,15.7,1.0
-56106000,8.9,12.5,0.0
-56019600,7.8,13.4,2.5
-55933200,5.2,8.8,7.5
-55846800,4.2,7.5,7.0
-55760400,6.0,10.4,0.5
-55674000,7.5,15.9,1.5
-55587600,8.4,15.5,0.0
-55501200,11.6,17.4,25.5
-55414800,13.2,20.5,1.0
-55328400,11.5,16.9,0.0
-55242000,8.7,17.3,0.0
-55155600,6.6,19.0,0.0
-55069200,9.8,19.9,0.0
-54982800,8.5,17.0,0.0
-54896400,10.5,18.6,5.0
-54810000,8.0,18.8,0.0
-54723600,7.0,16.9,0.0
-54637200,10.3,19.1,0.0
-54550800,13.0,23.4,0.0
-54464400,9.2,19.1,16.0
-54378000,8.8,12.7,18.0
-54291600,7.6,16.3,0.5
-54205200,7.8,17.9,0.0
-54118800,8.5,19.2,0.0
-54032400,10.0,21.5,0.0
-53946000,12.0,21.0,0.0
-53859600,11.1,16.2,13.5
-53773200,9.0,15.7,3.5
-53686800,8.6,20.2,0.0
-53600400,8.5,19.8,0.0
-53514000,10.4,19.5,0.0
-53427600,11.1,15.5,13.5
-53341200,9.3,17.6,4.5
-53254800,9.5,19.8,0.0
-53168400,11.8,22.3,0.0
-53082000,15.0,21.9,0.0
-52995600,14.0,17.0,9.0
-52909200,13.8,20.0,29.0
-52822800,14.4,21.1,5.0
-52736400,12.4,22.4,0.0
-52650000,13.9,22.4,0.0
-52563600,15.5,19.9,10.0
-52477200,15.2,23.7,38.5
-52390800,14.2,24.4,0.0
-52304400,15.5,25.5,0.0
-52218000,10.9,18.9,10.5
-52131600,10.5,13.5,15.5
-52045200,10.4,20.0,0.0
-51958800,10.0,21.9,0.0
-51872400,13.1,22.8,0.0
-51786000,14.1,21.3,7.0
-51699600,13.4,19.5,32.0
-51613200,10.9,25.5,0.0
-51526800,13.8,21.9,0.0
-51440400,11.8,18.6,0.0
-51354000,11.0,18.1,0.0
-51267600,13.9,21.5,0.0
-51181200,14.8,18.1,39.5
-51094800,14.3,23.1,20.0
-51008400,16.2,24.8,0.0
-50922000,17.0,22.0,0.0
-50835600,16.1,23.6,1.5
-50749200,14.8,22.6,0.0
-50662800,13.5,24.0,0.0
-50576400,15.5,19.5,0.0
-50490000,14.7,20.1,10.5
-50403600,16.3,24.5,0.0
-50317200,15.3,19.1,0.0
-50230800,15.5,23.3,0.5
-50144400,14.6,24.2,0.0
-50058000,15.9,24.6,0.0
-49971600,18.2,25.7,1.0
-49885200,18.4,24.5,2.0
-49798800,17.9,25.6,1.0
-49712400,18.6,25.1,0.0
-49626000,18.8,27.2,0.0
-49539600,18.1,30.0,0.0
-49453200,19.5,27.9,0.0
-49366800,20.9,26.9,0.0
-49280400,19.9,23.1,46.0
-49194000,20.1,29.8,0.0
-49107600,18.3,28.5,0.0
-49021200,20.3,27.6,0.5
-48934800,19.4,28.1,0.0
-48848400,20.4,27.0,3.0
-48762000,19.9,27.8,53.5
-48675600,18.3,25.0,0.0
-48589200,17.1,23.4,0.0
-48502800,18.4,25.2,2.0
-48416400,16.6,23.6,0.0
-48330000,18.0,24.9,26.5
-48243600,17.3,26.0,11.5
-48157200,16.1,26.9,0.0
-48070800,19.4,27.3,0.0
-47984400,17.6,23.8,11.5
-47898000,17.3,23.4,5.0
-47811600,19.2,25.5,3.5
-47725200,20.1,25.9,1.0
-47638800,21.3,27.7,7.0
-47552400,20.1,27.3,0.0
-47466000,20.6,23.8,4.5
-47379600,18.7,20.9,25.0
-47293200,18.6,23.6,12.0
-47206800,19.2,25.9,0.0
-47120400,20.4,26.7,1.0
-47034000,19.7,28.8,74.0
-46947600,19.5,28.3,0.0
-46861200,21.0,27.1,0.5
-46774800,21.5,26.9,0.0
-46688400,20.9,27.3,0.0
-46602000,20.8,25.0,0.0
-46515600,20.2,26.1,0.0
-46429200,20.9,27.9,0.0
-46342800,21.9,28.7,0.0
-46256400,21.6,24.3,0.0
-46170000,20.8,24.1,3.0
-46083600,20.6,26.3,0.5
-45997200,21.0,29.1,0.0
-45910800,24.3,30.3,0.0
-45824400,24.4,31.7,0.0
-45738000,25.4,31.7,0.0
-45651600,25.1,32.3,0.0
-45565200,24.9,31.7,0.0
-45478800,25.4,32.2,0.0
-45392400,25.0,32.1,0.0
-45306000,24.1,30.1,0.0
-45219600,24.6,30.0,6.0
-45133200,24.5,27.5,5.5
-45046800,24.6,29.5,1.0
-44960400,23.9,29.2,1.0
-44874000,21.9,29.5,2.0
-44787600,23.4,30.4,0.0
-44701200,24.3,31.3,0.0
-44614800,25.3,30.9,0.0
-44528400,23.7,31.8,0.0
-44442000,24.9,32.9,0.0
-44355600,24.0,32.1,0.0
-44269200,23.6,31.4,0.0
-44182800,25.3,32.1,0.0
-44096400,25.9,32.7,0.0
-44010000,24.3,27.8,14.0
-43923600,25.2,30.4,7.5
-43837200,24.2,32.3,0.5
-43750800,23.7,29.1,42.5
-43664400,24.9,30.8,0.5
-43578000,24.1,31.2,0.0
-43491600,23.1,27.6,1.5
-43405200,24.3,33.5,0.0
-43318800,22.6,31.8,8.0
-43232400,24.1,32.1,0.0
-43146000,24.9,31.6,0.0
-43059600,24.7,32.0,0.0
-42973200,22.0,32.4,0.0
-42886800,21.1,27.1,2.5
-42800400,21.4,31.4,0.0
-42714000,25.1,33.5,0.0
-42627600,20.9,27.0,56.0
-42541200,20.9,23.1,21.5
-42454800,19.9,22.0,27.0
-42368400,20.2,31.2,20.0
-42282000,23.7,26.1,19.5
-42195600,20.1,26.3,35.0
-42109200,19.8,26.5,9.5
-42022800,21.1,28.9,0.0
-41936400,21.1,26.5,0.0
-41850000,19.8,24.5,0.0
-41763600,18.1,26.8,3.5
-41677200,19.2,28.4,10.5
-41590800,21.2,27.3,0.0
-41504400,18.1,24.1,16.0
-41418000,17.3,24.8,0.0
-41331600,16.5,28.9,4.5
-41245200,16.9,28.6,0.0
-41158800,16.0,26.9,0.0
-41072400,19.5,23.2,8.0
-40986000,17.4,20.1,25.5
-40899600,17.9,25.6,2.0
-40813200,20.4,26.0,0.0
-40726800,18.7,22.4,23.5
-40640400,17.4,27.9,0.0
-40554000,18.1,27.5,0.0
-40467600,19.2,27.0,0.0
-40381200,20.0,27.0,0.0
-40294800,18.0,22.9,0.0
-40208400,17.9,27.7,0.0
-40122000,19.1,22.8,3.0
-40035600,19.0,22.2,0.0
-39949200,17.8,22.8,0.5
-39862800,17.4,23.9,3.0
-39776400,18.6,25.0,0.0
-39690000,18.7,27.8,0.0
-39603600,19.9,27.9,0.0
-39517200,19.6,26.5,0.0
-39430800,17.9,23.0,0.0
-39344400,16.1,23.0,0.0
-39258000,16.7,20.0,26.0
-39171600,17.5,21.1,27.0
-39085200,19.1,27.2,0.5
-38998800,15.5,21.9,10.0
-38912400,13.9,20.7,4.0
-38826000,14.4,17.2,0.0
-38739600,12.7,24.0,0.5
-38653200,13.5,17.4,0.0
-38566800,12.0,18.4,0.0
-38480400,11.2,14.3,6.5
-38394000,10.0,17.2,0.0
-38307600,12.7,21.8,0.0
-38221200,11.1,18.0,0.0
-38134800,11.7,14.6,5.5
-38048400,12.2,20.1,0.0
-37962000,11.6,21.9,0.0
-37875600,11.8,15.6,0.0
-37789200,11.8,14.5,0.0
-37702800,11.0,16.4,0.5
-37616400,12.2,13.9,37.5
-37530000,12.4,16.8,30.0
-37443600,13.8,22.0,1.0
-37357200,10.3,22.9,0.0
-37270800,11.6,23.1,0.0
-37184400,13.1,20.3,0.0
-37098000,10.3,18.4,3.5
-37011600,8.8,19.4,0.0
-36925200,10.1,21.0,0.0
-36838800,10.9,20.9,0.0
-36752400,11.4,20.5,0.0
-36666000,11.2,21.4,0.0
-36579600,12.7,22.1,0.0
-36493200,13.3,21.2,0.0
-36406800,15.4,19.4,3.5
-36320400,11.5,23.4,0.0
-36234000,10.8,21.9,0.0
-36147600,13.4,19.4,14.5
-36061200,10.4,20.3,1.5
-35974800,6.3,16.9,0.0
-35888400,6.7,19.9,0.0
-35802000,9.2,19.9,0.0
-35715600,9.7,18.0,0.0
-35629200,8.9,16.9,0.0
-35542800,5.0,14.6,0.0
-35456400,5.5,15.4,0.0
-35370000,6.6,14.2,0.0
-35283600,4.0,14.8,0.0
-35197200,5.0,19.5,0.0
-35110800,11.3,18.9,0.0
-35024400,11.1,17.5,0.0
-34938000,8.4,17.1,0.0
-34851600,8.7,19.2,0.0
-34765200,9.9,20.8,0.0
-34678800,12.9,21.3,0.0
-34592400,13.9,22.1,0.0
-34506000,8.5,15.0,0.0
-34419600,7.1,14.5,0.0
-34333200,6.6,14.4,0.0
-34246800,5.6,17.7,0.0
-34160400,7.1,17.0,0.0
-34074000,9.4,20.1,0.0
-33987600,8.5,12.0,0.0
-33901200,9.1,12.7,75.5
-33814800,11.4,19.7,0.0
-33728400,9.3,15.1,0.0
-33642000,8.6,17.9,0.0
-33555600,10.1,15.9,11.0
-33469200,14.0,19.2,32.5
-33382800,13.4,18.1,0.0
-33296400,11.2,13.8,40.5
-33210000,11.6,18.5,1.0
-33123600,8.0,11.8,8.0
-33037200,8.1,17.0,0.5
-32950800,4.7,12.6,0.0
-32864400,5.9,14.0,0.0
-32778000,5.7,12.5,0.0
-32691600,5.2,9.4,7.5
-32605200,4.3,13.1,0.0
-32518800,5.7,15.5,0.0
-32432400,5.9,10.0,11.5
-32346000,2.7,9.9,0.0
-32259600,1.1,12.9,0.0
-32173200,3.6,7.9,0.0
-32086800,2.8,12.2,0.0
-32000400,6.4,8.9,0.0
-31914000,4.1,12.0,0.0
-31827600,3.6,8.8,0.0
-31741200,2.9,10.6,0.0
-31654800,2.7,11.4,0.0
-31568400,0.6,7.9,0.0
-31482000,-0.9,7.3,0.0
-31395600,-0.7,8.3,0.0
-31309200,-2.0,9.0,0.0
-31222800,0.4,12.1,0.0
-31136400,0.4,11.0,0.0
-31050000,-0.2,10.9,0.0
-30963600,-0.6,9.3,0.0
-30877200,0.8,10.6,0.0
-30790800,0.6,9.3,0.0
-30704400,1.1,10.5,0.0
-30618000,2.3,8.6,5.0
-30531600,1.5,7.5,0.0
-30445200,-2.1,9.4,0.0
-30358800,0.0,7.8,0.0
-30272400,-1.2,7.5,0.0
-30186000,0.0,9.1,0.0
-30099600,0.1,11.4,0.0
-30013200,1.5,13.0,0.0
-29926800,5.0,15.1,0.0
-29840400,4.6,10.1,5.5
-29754000,1.6,6.6,0.0
-29667600,2.6,18.0,0.0
-29581200,4.5,12.1,0.0
-29494800,2.2,5.4,1.5
-29408400,4.9,9.9,0.0
-29322000,6.0,22.6,0.0
-29235600,6.1,12.7,4.0
-29149200,1.4,6.4,11.0
-29062800,0.2,3.5,4.5
-28976400,2.0,7.3,23.0
-28890000,5.8,15.5,7.0
-28803600,4.2,9.6,2.5
-28717200,1.2,7.9,0.5
-28630800,-0.6,6.1,0.0
-28544400,0.2,12.0,12.0
-28458000,-1.0,6.6,0.0
-28371600,-1.0,10.0,0.0
-28285200,1.7,11.1,0.0
-28198800,0.9,12.2,0.0
-28112400,3.2,14.1,0.0
-28026000,3.2,12.7,0.0
-27939600,5.7,18.2,0.0
-27853200,7.3,19.1,0.0
-27766800,7.1,14.8,2.5
-27680400,4.2,7.2,3.5
-27594000,0.8,5.1,12.5
-27507600,1.2,9.4,0.0
-27421200,4.1,7.0,23.5
-27334800,4.6,9.1,10.0
-27248400,1.5,8.5,12.5
-27162000,1.1,4.1,1.5
-27075600,1.8,5.0,0.0
-26989200,0.3,6.8,0.0
-26902800,1.2,4.5,1.5
-26816400,0.9,6.0,0.0
-26730000,0.0,6.4,0.0
-26643600,-1.2,3.3,10.0
-26557200,0.1,6.7,0.5
-26470800,-0.6,7.3,0.0
-26384400,0.7,5.6,0.0
-26298000,0.7,10.2,0.0
-26211600,-1.5,2.7,15.5
-26125200,-1.4,9.1,0.0
-26038800,1.2,9.2,0.0
-25952400,2.0,9.9,1.5
-25866000,3.3,13.0,0.0
-25779600,5.6,11.0,0.0
-25693200,3.8,13.5,0.0
-25606800,2.1,5.5,0.0
-25520400,0.2,3.0,42.0
-25434000,0.8,8.5,1.5
-25347600,0.9,8.1,0.0
-25261200,1.1,10.8,0.0
-25174800,4.3,10.0,0.0
-25088400,3.9,13.6,0.0
-25002000,1.9,12.6,0.0
-24915600,4.0,15.3,0.0
-24829200,6.6,16.5,0.0
-24742800,7.8,19.9,1.0
-24656400,3.6,11.9,0.0
-24570000,3.0,14.3,0.0
-24483600,3.6,14.8,0.0
-24397200,4.4,17.5,0.0
-24310800,8.3,21.1,0.0
-24224400,11.0,21.9,0.0
-24138000,9.5,15.2,0.0
-24051600,7.5,10.8,11.5
-23965200,9.5,13.8,48.0
-23878800,7.0,14.5,0.0
-23792400,8.1,14.3,0.0
-23706000,7.1,16.6,0.0
-23619600,6.2,13.6,0.0
-23533200,9.0,19.2,6.5
-23446800,5.5,18.1,0.5
-23360400,4.9,12.1,0.0
-23274000,5.0,16.1,0.0
-23187600,7.9,21.2,2.0
-23101200,9.8,20.9,1.5
-23014800,7.4,18.3,0.0
-22928400,10.0,14.9,0.0
-22842000,9.3,21.1,0.0
-22755600,13.5,24.4,0.0
-22669200,14.9,24.6,0.0
-22582800,15.8,27.2,0.0
-22496400,6.3,16.0,14.0
-22410000,1.0,8.4,38.0
-22323600,6.4,14.9,0.0
-22237200,7.7,18.4,0.0
-22150800,7.0,16.9,0.0
-22064400,10.1,19.6,0.0
-21978000,14.1,22.4,4.0
-21891600,13.0,23.0,0.0
-21805200,14.6,23.0,0.0
-21718800,17.1,23.5,0.5
-21632400,12.8,17.5,1.5
-21546000,10.7,18.2,0.0
-21459600,11.9,24.1,0.0
-21373200,13.6,22.8,0.0
-21286800,16.3,25.5,4.5
-21200400,14.9,27.1,0.0
-21114000,14.1,26.5,0.0
-21027600,15.7,26.3,0.0
-20941200,14.0,25.4,0.0
-20854800,15.2,24.5,0.0
-20768400,16.8,27.0,0.0
-20682000,14.4,20.2,0.0
-20595600,13.0,25.4,0.0
-20509200,16.6,30.3,0.0
-20422800,17.7,27.1,0.0
-20336400,19.1,21.9,20.0
-20250000,17.2,22.0,0.0
-20163600,14.4,19.3,0.0
-20077200,14.0,26.7,0.0
-19990800,16.4,22.6,0.0
-19904400,15.3,25.0,0.0
-19818000,18.4,23.6,11.5
-19731600,16.1,22.6,0.0
-19645200,15.0,21.8,0.5
-19558800,13.1,21.7,0.0
-19472400,13.8,21.2,0.0
-19386000,13.9,22.5,0.5
-19299600,17.3,26.2,0.0
-19213200,15.9,22.6,1.5
-19126800,15.6,17.2,33.0
-19040400,14.0,28.0,0.0
-18954000,15.9,23.5,1.0
-18867600,17.0,24.7,1.0
-18781200,16.4,19.4,0.0
-18694800,15.5,20.1,18.5
-18608400,16.8,27.2,1.0
-18522000,15.6,25.8,0.0
-18435600,16.0,27.1,0.0
-18349200,16.5,23.5,41.5
-18262800,16.2,25.1,0.0
-18176400,18.2,25.3,0.0
-18090000,17.6,26.1,9.5
-18003600,15.0,24.2,0.0
-17917200,13.0,24.6,0.0
-17830800,14.8,27.4,0.0
-17744400,16.0,29.1,0.0
-17658000,17.5,29.3,0.0
-17571600,21.0,25.9,0.0
-17485200,18.2,24.2,3.5
-17398800,18.0,27.8,0.0
-17312400,16.4,27.1,0.0
-17226000,19.8,27.7,0.0
-17139600,19.0,23.0,9.0
-17053200,17.1,21.8,23.5
-16966800,17.6,23.6,9.5
-16880400,18.2,27.2,3.5
-16794000,20.1,24.4,13.5
-16707600,19.6,23.4,23.0
-16621200,20.1,26.1,4.5
-16534800,18.6,29.0,0.0
-16448400,18.9,28.6,9.0
-16362000,21.8,27.2,28.0
-16275600,20.3,23.3,3.5
-16189200,19.5,28.3,0.0
-16102800,21.4,27.6,1.5
-16016400,23.0,26.8,4.5
-15930000,21.8,28.5,0.0
-15843600,22.5,28.6,0.0
-15757200,21.4,28.5,0.0
-15670800,20.2,25.3,10.5
-15584400,18.8,25.3,37.0
-15498000,17.1,20.6,4.5
-15411600,16.1,18.4,6.0
-15325200,16.1,19.7,13.5
-15238800,15.6,19.2,23.5
-15152400,19.1,24.2,0.0
-15066000,18.8,24.2,0.0
-14979600,18.5,25.2,0.0
-14893200,20.1,24.9,0.0
-14806800,21.5,30.9,0.0
-14720400,23.0,31.0,0.0
-14634000,21.5,31.1,0.0
-14547600,23.1,30.2,0.0
-14461200,22.9,31.3,0.0
-14374800,22.4,31.1,0.0
-14288400,22.5,31.4,0.0
-14202000,24.4,30.9,0.0
-14115600,24.2,32.3,0.0
-14029200,24.5,31.2,3.5
-13942800,24.1,31.3,0.5
-13856400,24.0,33.5,0.0
-13770000,25.5,32.3,0.0
-13683600,25.9,32.2,3.0
-13597200,24.3,33.9,0.0
-13510800,25.8,34.0,0.0
-13424400,26.3,36.6,0.0
-13338000,25.6,32.6,0.0
-13251600,23.9,28.0,11.0
-13165200,24.6,30.1,3.0
-13078800,24.9,31.1,1.5
-12992400,24.2,31.1,35.0
-12906000,25.2,33.1,14.0
-12819600,23.9,32.3,0.0
-12733200,25.7,33.3,0.0
-12646800,24.1,35.8,0.0
-12560400,22.8,31.5,0.0
-12474000,25.1,33.7,6.5
-12387600,24.5,30.8,0.5
-12301200,24.9,31.6,0.0
-12214800,24.7,34.7,0.0
-12128400,24.4,35.0,1.5
-12042000,26.3,32.0,0.0
-11955600,25.0,31.4,0.0
-11869200,24.0,30.3,0.0
-11782800,24.3,31.0,0.0
-11696400,23.5,31.0,0.0
-11610000,23.6,31.7,1.5
-11523600,22.6,31.3,0.0
-11437200,23.0,31.7,0.0
-11350800,24.7,31.3,31.5
-11264400,23.1,32.6,0.0
-11178000,23.1,30.9,0.0
-11091600,20.5,25.3,13.0
-11005200,22.2,29.6,0.0
-10918800,23.0,29.1,12.5
-10832400,22.9,30.2,0.0
-10746000,21.7,30.5,0.0
-10659600,22.6,30.4,0.0
-10573200,22.8,33.2,0.0
-10486800,21.0,31.7,20.0
-10400400,20.6,29.5,0.0
-10314000,23.4,27.9,40.5
-10227600,23.1,30.4,0.0
-10141200,23.9,31.0,0.0
-10054800,22.2,30.9,16.0
-9968400,20.2,26.5,1.5
-9882000,18.3,27.0,0.0
-9795600,16.1,23.0,7.5
-9709200,15.3,27.1,5.0
-9622800,19.5,27.5,0.0
-9536400,21.5,27.5,0.0
-9450000,20.2,28.9,0.0
-9363600,24.3,28.0,0.0
-9277200,22.1,32.4,18.0
-9190800,18.0,24.0,17.5
-9104400,17.1,27.7,0.0
-9018000,18.4,27.5,0.0
-8931600,19.3,29.5,74.5
-8845200,19.8,27.9,2.5
-8758800,20.2,26.4,2.5
-8672400,18.9,23.1,1.0
-8586000,13.6,21.1,26.0
-8499600,13.8,22.6,1.5
-8413200,17.0,26.1,4.5
-8326800,14.9,22.2,0.0
-8240400,16.0,24.2,0.0
-8154000,17.7,21.0,0.0
-8067600,16.2,20.1,0.0
-7981200,13.8,17.6,13.5
-7894800,16.1,25.4,0.0
-7808400,16.0,19.8,0.0
-7722000,15.2,18.6,0.0
-7635600,14.1,21.2,0.0
-7549200,14.8,22.5,0.0
-7462800,12.1,18.2,0.0
-7376400,13.6,17.3,45.0
-7290000,16.0,22.3,2.5
-7203600,15.7,22.7,0.0
-7117200,14.5,21.5,0.0
-7030800,11.0,14.5,0.0
-6944400,8.8,20.0,0.0
-6858000,9.0,20.9,0.0
-6771600,12.4,22.1,0.0
-6685200,15.0,25.3,0.0
-6598800,17.5,26.1,0.0
-6512400,16.1,22.4,0.0
-6426000,15.5,18.4,1.5
-6339600,15.5,22.6,0.0
-6253200,15.9,20.8,1.5
-6166800,14.5,17.6,14.0
-6080400,15.7,24.7,0.0
-5994000,11.1,20.1,0.0
-5907600,13.1,17.5,66.5
-5821200,14.1,25.1,1.0
-5734800,12.2,19.6,0.5
-5648400,9.7,21.8,0.0
-5562000,9.7,21.7,0.0
-5475600,10.1,21.5,0.0
-5389200,10.5,21.9,0.0
-5302800,12.7,21.6,0.0
-5216400,15.8,24.2,0.0
-5130000,15.0,18.4,9.0
-5043600,13.9,16.7,0.0
-4957200,8.2,14.5,0.0
-4870800,7.1,17.2,0.0
-4784400,6.9,16.8,0.0
-4698000,10.0,15.0,4.5
-4611600,13.2,15.9,0.0
-4525200,11.5,23.6,0.0
-4438800,8.7,18.5,0.0
-4352400,8.4,17.6,0.0
-4266000,8.4,21.0,0.0
-4179600,10.5,21.0,0.0
-4093200,13.9,22.4,1.5
-4006800,15.2,23.2,26.5
-3920400,8.8,18.0,27.5
-3834000,7.8,17.4,0.0
-3747600,7.5,16.1,0.0
-3661200,8.1,16.0,3.0
-3574800,9.6,16.8,0.5
-3488400,7.6,10.9,2.5
-3402000,8.5,17.1,0.0
-3315600,6.3,12.7,3.0
-3229200,4.1,13.8,0.0
-3142800,2.6,12.4,0.0
-3056400,3.8,12.2,0.0
-2970000,3.8,15.0,0.0
-2883600,4.0,10.2,0.0
-2797200,5.7,9.1,15.5
-2710800,8.4,17.8,1.0
-2624400,7.0,14.9,0.0
-2538000,5.3,14.9,0.0
-2451600,4.1,11.9,0.0
-2365200,2.5,10.9,0.0
-2278800,6.2,13.3,0.0
-2192400,6.0,18.7,6.0
-2106000,10.0,19.7,0.0
-2019600,4.6,10.1,0.0
-1933200,1.6,11.6,0.0
-1846800,2.1,13.3,0.0
-1760400,2.5,13.9,0.0
-1674000,2.8,11.5,0.0
-1587600,-0.3,8.9,0.0
-1501200,-0.8,11.0,0.0
-1414800,0.1,11.6,0.0
-1328400,1.5,10.7,0.0
-1242000,0.5,12.8,0.0
-1155600,2.7,9.6,0.0
-1069200,0.4,7.5,0.0
-982800,-0.3,9.7,0.0
-896400,0.0,13.1,0.0
-810000,4.2,12.4,0.0
-723600,3.6,10.1,0.0
-637200,2.0,9.4,0.0
-550800,2.2,11.2,0.0
-464400,2.3,5.3,0.0
-378000,-1.2,7.6,0.0
-291600,-1.7,10.1,0.0
-205200,-0.5,8.6,0.0
